CODE_STIF_TRNS;CODE_STIF_RES;CODE_STIF_ARRET;LIBELLE_ARRET;ID_REFA_LDA;CAT_JOUR;TRNC_HORR_60;pourc_validations
100;110;774;SAINT-MAUR;71795;DIJFP;1H-2H;0.12
100;110;774;SAINT-MAUR;71795;DIJFP;7H-8H;1.47
100;110;774;SAINT-MAUR;71795;DIJFP;9H-10H;4.42
100;110;774;SAINT-MAUR;71795;JOHV;12H-13H;5.77
100;110;774;SAINT-MAUR;71795;JOHV;16H-17H;8.81
100;110;774;SAINT-MAUR;71795;JOHV;19H-20H;4.86
100;110;774;SAINT-MAUR;71795;JOHV;1H-2H;0.06
100;110;774;SAINT-MAUR;71795;JOVS;11H-12H;4.84
100;110;774;SAINT-MAUR;71795;JOVS;13H-14H;6.28
100;110;774;SAINT-MAUR;71795;JOVS;14H-15H;6.31
100;110;774;SAINT-MAUR;71795;JOVS;1H-2H;0.04
100;110;774;SAINT-MAUR;71795;JOVS;21H-22H;0.91
100;110;774;SAINT-MAUR;71795;JOVS;3H-4H;0.0
100;110;774;SAINT-MAUR;71795;SAHV;12H-13H;7.81
100;110;774;SAINT-MAUR;71795;SAHV;13H-14H;7.96
100;110;774;SAINT-MAUR;71795;SAHV;14H-15H;9.6
100;110;774;SAINT-MAUR;71795;SAHV;17H-18H;10.26
100;110;774;SAINT-MAUR;71795;SAHV;23H-0H;1.06
100;110;774;SAINT-MAUR;71795;SAHV;7H-8H;2.26
100;110;774;SAINT-MAUR;71795;SAHV;9H-10H;4.84
100;110;774;SAINT-MAUR;71795;SAVS;1H-2H;0.12
100;110;774;SAINT-MAUR;71795;SAVS;22H-23H;0.74
100;110;776;SAINT-MICHEL;73620;DIJFP;10H-11H;1.21
100;110;776;SAINT-MICHEL;73620;DIJFP;20H-21H;3.36
100;110;776;SAINT-MICHEL;73620;DIJFP;23H-0H;0.2
100;110;776;SAINT-MICHEL;73620;DIJFP;4H-5H;0.0
100;110;776;SAINT-MICHEL;73620;JOHV;10H-11H;4.39
100;110;776;SAINT-MICHEL;73620;JOHV;12H-13H;5.29
100;110;776;SAINT-MICHEL;73620;JOHV;17H-18H;9.79
100;110;776;SAINT-MICHEL;73620;JOHV;19H-20H;4.96
100;110;776;SAINT-MICHEL;73620;JOHV;20H-21H;2.71
100;110;776;SAINT-MICHEL;73620;JOHV;2H-3H;0.01
100;110;776;SAINT-MICHEL;73620;JOHV;6H-7H;2.87
100;110;776;SAINT-MICHEL;73620;JOHV;8H-9H;11.02
100;110;776;SAINT-MICHEL;73620;JOVS;11H-12H;4.81
100;110;776;SAINT-MICHEL;73620;JOVS;1H-2H;0.01
100;110;776;SAINT-MICHEL;73620;JOVS;20H-21H;1.33
100;110;776;SAINT-MICHEL;73620;JOVS;21H-22H;0.64
100;110;776;SAINT-MICHEL;73620;JOVS;3H-4H;0.01
100;110;776;SAINT-MICHEL;73620;JOVS;5H-6H;0.86
100;110;776;SAINT-MICHEL;73620;SAHV;12H-13H;6.92
100;110;776;SAINT-MICHEL;73620;SAHV;15H-16H;9.41
100;110;776;SAINT-MICHEL;73620;SAHV;22H-23H;1.77
100;110;776;SAINT-MICHEL;73620;SAHV;23H-0H;1.45
100;110;776;SAINT-MICHEL;73620;SAHV;5H-6H;0.38
100;110;776;SAINT-MICHEL;73620;SAHV;7H-8H;2.33
100;110;776;SAINT-MICHEL;73620;SAHV;8H-9H;2.79
100;110;776;SAINT-MICHEL;73620;SAVS;0H-1H;0.11
100;110;776;SAINT-MICHEL;73620;SAVS;11H-12H;5.49
100;110;776;SAINT-MICHEL;73620;SAVS;16H-17H;13.56
100;110;776;SAINT-MICHEL;73620;SAVS;18H-19H;9.05
100;110;776;SAINT-MICHEL;73620;SAVS;19H-20H;3.16
100;110;776;SAINT-MICHEL;73620;SAVS;2H-3H;0.01
100;110;776;SAINT-MICHEL;73620;SAVS;7H-8H;2.3
100;110;777;SAINT-PAUL (LE MARAIS);71222;DIJFP;10H-11H;3.27
100;110;777;SAINT-PAUL (LE MARAIS);71222;DIJFP;11H-12H;4.96
100;110;777;SAINT-PAUL (LE MARAIS);71222;DIJFP;13H-14H;6.76
100;110;777;SAINT-PAUL (LE MARAIS);71222;DIJFP;18H-19H;12.7
100;110;777;SAINT-PAUL (LE MARAIS);71222;DIJFP;9H-10H;2.19
100;110;777;SAINT-PAUL (LE MARAIS);71222;JOHV;12H-13H;6.57
100;110;777;SAINT-PAUL (LE MARAIS);71222;JOHV;15H-16H;8.17
100;110;777;SAINT-PAUL (LE MARAIS);71222;JOHV;1H-2H;0.05
100;110;777;SAINT-PAUL (LE MARAIS);71222;JOHV;20H-21H;2.78
100;110;777;SAINT-PAUL (LE MARAIS);71222;JOHV;23H-0H;0.98
100;110;777;SAINT-PAUL (LE MARAIS);71222;JOVS;11H-12H;4.65
100;110;777;SAINT-PAUL (LE MARAIS);71222;JOVS;15H-16H;8.06
100;110;777;SAINT-PAUL (LE MARAIS);71222;JOVS;19H-20H;4.9
100;110;777;SAINT-PAUL (LE MARAIS);71222;JOVS;23H-0H;0.2
100;110;777;SAINT-PAUL (LE MARAIS);71222;JOVS;4H-5H;0.0
100;110;777;SAINT-PAUL (LE MARAIS);71222;SAHV;11H-12H;5.49
100;110;777;SAINT-PAUL (LE MARAIS);71222;SAHV;12H-13H;8.39
100;110;777;SAINT-PAUL (LE MARAIS);71222;SAHV;18H-19H;11.35
100;110;777;SAINT-PAUL (LE MARAIS);71222;SAHV;1H-2H;0.1
100;110;777;SAINT-PAUL (LE MARAIS);71222;SAHV;23H-0H;1.38
100;110;777;SAINT-PAUL (LE MARAIS);71222;SAVS;11H-12H;4.73
100;110;777;SAINT-PAUL (LE MARAIS);71222;SAVS;14H-15H;7.69
100;110;777;SAINT-PAUL (LE MARAIS);71222;SAVS;21H-22H;0.36
100;110;777;SAINT-PAUL (LE MARAIS);71222;SAVS;7H-8H;0.98
100;110;777;SAINT-PAUL (LE MARAIS);71222;SAVS;9H-10H;2.41
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;DIJFP;0H-1H;0.66
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;DIJFP;10H-11H;4.57
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;DIJFP;13H-14H;6.44
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;DIJFP;16H-17H;10.67
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;DIJFP;8H-9H;2.18
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;DIJFP;9H-10H;2.97
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;JOHV;12H-13H;5.19
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;JOHV;17H-18H;14.77
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;JOHV;1H-2H;0.01
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;JOHV;21H-22H;2.14
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;JOHV;22H-23H;1.15
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;JOHV;2H-3H;0.0
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;JOHV;4H-5H;0.0
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;JOHV;5H-6H;0.15
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;JOVS;1H-2H;0.02
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;JOVS;23H-0H;0.31
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;JOVS;4H-5H;0.0
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;SAHV;10H-11H;5.07
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;SAHV;11H-12H;6.2
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;SAHV;16H-17H;10.03
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;SAHV;18H-19H;10.22
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;SAHV;19H-20H;5.86
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;SAHV;23H-0H;1.54
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;SAHV;2H-3H;0.01
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;SAHV;8H-9H;2.48
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;SAVS;13H-14H;7.04
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;SAVS;16H-17H;11.63
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;SAVS;17H-18H;13.93
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;SAVS;20H-21H;2.13
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;SAVS;5H-6H;0.4
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;SAVS;6H-7H;0.68
100;110;778;SAINT-PHILIPPE-DU-ROULE;71334;SAVS;7H-8H;1.47
100;110;779;SAINT-PLACIDE;71184;DIJFP;11H-12H;3.08
100;110;779;SAINT-PLACIDE;71184;DIJFP;6H-7H;0.22
100;110;779;SAINT-PLACIDE;71184;JOHV;10H-11H;3.48
100;110;779;SAINT-PLACIDE;71184;JOHV;23H-0H;0.22
100;110;779;SAINT-PLACIDE;71184;JOHV;3H-4H;0.0
100;110;779;SAINT-PLACIDE;71184;JOVS;0H-1H;0.03
100;110;779;SAINT-PLACIDE;71184;JOVS;11H-12H;4.9
100;110;779;SAINT-PLACIDE;71184;JOVS;15H-16H;8.73
100;110;779;SAINT-PLACIDE;71184;JOVS;16H-17H;13.08
100;110;779;SAINT-PLACIDE;71184;JOVS;22H-23H;0.29
100;110;779;SAINT-PLACIDE;71184;JOVS;2H-3H;0.01
100;110;779;SAINT-PLACIDE;71184;JOVS;4H-5H;0.01
100;110;779;SAINT-PLACIDE;71184;SAHV;0H-1H;0.19
100;110;779;SAINT-PLACIDE;71184;SAHV;14H-15H;8.87
100;110;779;SAINT-PLACIDE;71184;SAHV;15H-16H;10.32
100;110;779;SAINT-PLACIDE;71184;SAHV;1H-2H;0.06
100;110;779;SAINT-PLACIDE;71184;SAHV;21H-22H;1.15
100;110;779;SAINT-PLACIDE;71184;SAHV;22H-23H;0.66
100;110;779;SAINT-PLACIDE;71184;SAVS;0H-1H;0.09
100;110;779;SAINT-PLACIDE;71184;SAVS;18H-19H;10.59
100;110;779;SAINT-PLACIDE;71184;SAVS;19H-20H;3.78
100;110;779;SAINT-PLACIDE;71184;SAVS;20H-21H;1.48
100;110;779;SAINT-PLACIDE;71184;SAVS;6H-7H;0.41
100;110;780;SAINT-SEBASTIEN FROISSART;71777;DIJFP;0H-1H;0.32
100;110;780;SAINT-SEBASTIEN FROISSART;71777;DIJFP;18H-19H;9.53
100;110;780;SAINT-SEBASTIEN FROISSART;71777;DIJFP;20H-21H;2.53
100;110;780;SAINT-SEBASTIEN FROISSART;71777;DIJFP;21H-22H;1.72
100;110;780;SAINT-SEBASTIEN FROISSART;71777;DIJFP;22H-23H;1.28
100;110;780;SAINT-SEBASTIEN FROISSART;71777;DIJFP;5H-6H;0.23
100;110;780;SAINT-SEBASTIEN FROISSART;71777;DIJFP;6H-7H;0.81
100;110;780;SAINT-SEBASTIEN FROISSART;71777;JOHV;16H-17H;9.48
100;110;780;SAINT-SEBASTIEN FROISSART;71777;JOHV;18H-19H;10.56
100;110;780;SAINT-SEBASTIEN FROISSART;71777;JOHV;19H-20H;6.6
100;110;780;SAINT-SEBASTIEN FROISSART;71777;JOHV;22H-23H;0.96
100;110;780;SAINT-SEBASTIEN FROISSART;71777;JOHV;7H-8H;3.75
100;110;780;SAINT-SEBASTIEN FROISSART;71777;JOVS;0H-1H;0.17
100;110;780;SAINT-SEBASTIEN FROISSART;71777;JOVS;16H-17H;10.12
100;110;780;SAINT-SEBASTIEN FROISSART;71777;JOVS;18H-19H;10.88
100;110;780;SAINT-SEBASTIEN FROISSART;71777;JOVS;19H-20H;5.34
100;110;780;SAINT-SEBASTIEN FROISSART;71777;JOVS;1H-2H;0.0
100;110;780;SAINT-SEBASTIEN FROISSART;71777;JOVS;21H-22H;0.9
100;110;780;SAINT-SEBASTIEN FROISSART;71777;JOVS;5H-6H;0.3
100;110;780;SAINT-SEBASTIEN FROISSART;71777;JOVS;8H-9H;8.08
100;110;780;SAINT-SEBASTIEN FROISSART;71777;SAHV;11H-12H;5.59
100;110;780;SAINT-SEBASTIEN FROISSART;71777;SAHV;12H-13H;7.81
100;110;780;SAINT-SEBASTIEN FROISSART;71777;SAHV;15H-16H;10.03
100;110;780;SAINT-SEBASTIEN FROISSART;71777;SAHV;21H-22H;1.89
100;110;780;SAINT-SEBASTIEN FROISSART;71777;SAHV;6H-7H;0.58
100;110;780;SAINT-SEBASTIEN FROISSART;71777;SAHV;7H-8H;1.31
100;110;780;SAINT-SEBASTIEN FROISSART;71777;SAVS;12H-13H;7.94
100;110;780;SAINT-SEBASTIEN FROISSART;71777;SAVS;15H-16H;12.43
100;110;781;SAINT-SULPICE;71202;DIJFP;11H-12H;2.91
100;110;781;SAINT-SULPICE;71202;DIJFP;13H-14H;7.57
100;110;781;SAINT-SULPICE;71202;DIJFP;22H-23H;0.89
100;110;781;SAINT-SULPICE;71202;DIJFP;3H-4H;0.02
100;110;781;SAINT-SULPICE;71202;JOHV;11H-12H;4.71
100;110;781;SAINT-SULPICE;71202;JOHV;17H-18H;14.97
100;110;781;SAINT-SULPICE;71202;JOHV;3H-4H;0.0
100;110;781;SAINT-SULPICE;71202;JOHV;4H-5H;0.0
100;110;781;SAINT-SULPICE;71202;JOVS;14H-15H;6.39
100;110;781;SAINT-SULPICE;71202;SAHV;13H-14H;7.33
100;110;781;SAINT-SULPICE;71202;SAHV;17H-18H;14.68
100;110;781;SAINT-SULPICE;71202;SAHV;1H-2H;0.05
100;110;781;SAINT-SULPICE;71202;SAHV;23H-0H;0.62
100;110;781;SAINT-SULPICE;71202;SAHV;9H-10H;2.14
100;110;781;SAINT-SULPICE;71202;SAVS;14H-15H;7.89
100;110;781;SAINT-SULPICE;71202;SAVS;17H-18H;18.19
100;110;781;SAINT-SULPICE;71202;SAVS;18H-19H;12.08
100;110;781;SAINT-SULPICE;71202;SAVS;19H-20H;4.6
100;110;781;SAINT-SULPICE;71202;SAVS;22H-23H;0.41
100;110;79;BOBIGNY-PABLO PICASSO;72486;DIJFP;11H-12H;6.9
100;110;79;BOBIGNY-PABLO PICASSO;72486;DIJFP;2H-3H;0.0
100;110;79;BOBIGNY-PABLO PICASSO;72486;JOHV;13H-14H;4.72
100;110;79;BOBIGNY-PABLO PICASSO;72486;JOHV;15H-16H;4.84
100;110;79;BOBIGNY-PABLO PICASSO;72486;JOHV;17H-18H;7.82
100;110;79;BOBIGNY-PABLO PICASSO;72486;JOHV;1H-2H;0.02
100;110;79;BOBIGNY-PABLO PICASSO;72486;JOHV;4H-5H;0.0
100;110;79;BOBIGNY-PABLO PICASSO;72486;JOVS;10H-11H;5.61
100;110;79;BOBIGNY-PABLO PICASSO;72486;JOVS;15H-16H;4.9
100;110;79;BOBIGNY-PABLO PICASSO;72486;JOVS;4H-5H;0.0
100;110;79;BOBIGNY-PABLO PICASSO;72486;JOVS;5H-6H;3.24
100;110;79;BOBIGNY-PABLO PICASSO;72486;JOVS;8H-9H;11.52
100;110;79;BOBIGNY-PABLO PICASSO;72486;SAHV;11H-12H;6.45
100;110;79;BOBIGNY-PABLO PICASSO;72486;SAHV;13H-14H;7.03
100;110;79;BOBIGNY-PABLO PICASSO;72486;SAHV;4H-5H;0.0
100;110;79;BOBIGNY-PABLO PICASSO;72486;SAVS;11H-12H;6.8
100;110;79;BOBIGNY-PABLO PICASSO;72486;SAVS;17H-18H;6.34
100;110;79;BOBIGNY-PABLO PICASSO;72486;SAVS;22H-23H;0.54
100;110;79;BOBIGNY-PABLO PICASSO;72486;SAVS;7H-8H;8.78
100;110;791;SEGUR;71157;DIJFP;0H-1H;0.43
100;110;791;SEGUR;71157;DIJFP;10H-11H;6.72
100;110;791;SEGUR;71157;DIJFP;11H-12H;7.79
100;110;791;SEGUR;71157;DIJFP;15H-16H;10.58
100;110;791;SEGUR;71157;DIJFP;16H-17H;9.29
100;110;791;SEGUR;71157;DIJFP;4H-5H;0.01
100;110;791;SEGUR;71157;DIJFP;6H-7H;0.95
100;110;791;SEGUR;71157;DIJFP;8H-9H;3.1
100;110;791;SEGUR;71157;DIJFP;9H-10H;4.62
100;110;791;SEGUR;71157;JOHV;10H-11H;3.93
100;110;791;SEGUR;71157;JOHV;16H-17H;9.56
100;110;791;SEGUR;71157;JOHV;20H-21H;2.62
100;110;791;SEGUR;71157;JOVS;0H-1H;0.18
100;110;791;SEGUR;71157;JOVS;13H-14H;6.93
100;110;791;SEGUR;71157;JOVS;17H-18H;12.42
100;110;791;SEGUR;71157;JOVS;19H-20H;5.36
100;110;791;SEGUR;71157;JOVS;20H-21H;2.01
100;110;791;SEGUR;71157;JOVS;22H-23H;0.41
100;110;791;SEGUR;71157;JOVS;8H-9H;9.56
100;110;791;SEGUR;71157;JOVS;9H-10H;7.89
100;110;791;SEGUR;71157;SAHV;14H-15H;10.46
100;110;791;SEGUR;71157;SAHV;15H-16H;9.99
100;110;791;SEGUR;71157;SAHV;18H-19H;5.97
100;110;791;SEGUR;71157;SAHV;19H-20H;4.11
100;110;791;SEGUR;71157;SAVS;0H-1H;0.31
100;110;791;SEGUR;71157;SAVS;12H-13H;9.4
100;110;792;SENTIER;73634;DIJFP;5H-6H;0.3
100;110;792;SENTIER;73634;DIJFP;8H-9H;1.74
100;110;792;SENTIER;73634;JOHV;16H-17H;8.56
100;110;792;SENTIER;73634;JOHV;1H-2H;0.06
100;110;792;SENTIER;73634;JOHV;3H-4H;0.0
100;110;792;SENTIER;73634;JOHV;6H-7H;0.6
100;110;792;SENTIER;73634;JOVS;10H-11H;3.72
100;110;792;SENTIER;73634;JOVS;19H-20H;7.79
100;110;792;SENTIER;73634;JOVS;1H-2H;0.03
100;110;792;SENTIER;73634;JOVS;21H-22H;1.12
100;110;792;SENTIER;73634;JOVS;5H-6H;0.2
100;110;792;SENTIER;73634;SAHV;17H-18H;13.64
100;110;792;SENTIER;73634;SAHV;1H-2H;0.1
100;110;792;SENTIER;73634;SAHV;2H-3H;0.0
100;110;792;SENTIER;73634;SAHV;5H-6H;0.21
100;110;792;SENTIER;73634;SAHV;9H-10H;2.97
100;110;792;SENTIER;73634;SAVS;13H-14H;7.42
100;110;792;SENTIER;73634;SAVS;20H-21H;1.41
100;110;792;SENTIER;73634;SAVS;22H-23H;0.77
100;110;792;SENTIER;73634;SAVS;6H-7H;0.63
100;110;798;SEVRES-BABYLONE;71203;DIJFP;10H-11H;4.39
100;110;798;SEVRES-BABYLONE;71203;DIJFP;16H-17H;11.17
100;110;798;SEVRES-BABYLONE;71203;DIJFP;17H-18H;12.99
100;110;798;SEVRES-BABYLONE;71203;DIJFP;19H-20H;6.75
100;110;798;SEVRES-BABYLONE;71203;DIJFP;20H-21H;5.41
100;110;798;SEVRES-BABYLONE;71203;DIJFP;21H-22H;1.43
100;110;798;SEVRES-BABYLONE;71203;DIJFP;6H-7H;0.49
100;110;798;SEVRES-BABYLONE;71203;DIJFP;9H-10H;3.75
100;110;798;SEVRES-BABYLONE;71203;JOHV;11H-12H;4.8
100;110;798;SEVRES-BABYLONE;71203;JOHV;14H-15H;6.01
100;110;798;SEVRES-BABYLONE;71203;JOHV;16H-17H;10.69
100;110;798;SEVRES-BABYLONE;71203;JOHV;3H-4H;0.01
100;110;798;SEVRES-BABYLONE;71203;JOVS;22H-23H;0.43
100;110;798;SEVRES-BABYLONE;71203;JOVS;23H-0H;0.23
100;110;798;SEVRES-BABYLONE;71203;SAHV;0H-1H;0.29
100;110;798;SEVRES-BABYLONE;71203;SAHV;14H-15H;7.48
100;110;798;SEVRES-BABYLONE;71203;SAHV;18H-19H;12.98
100;110;798;SEVRES-BABYLONE;71203;SAHV;21H-22H;1.4
100;110;798;SEVRES-BABYLONE;71203;SAHV;22H-23H;0.75
100;110;798;SEVRES-BABYLONE;71203;SAHV;23H-0H;0.61
100;110;798;SEVRES-BABYLONE;71203;SAHV;4H-5H;0.01
100;110;798;SEVRES-BABYLONE;71203;SAHV;8H-9H;1.54
100;110;798;SEVRES-BABYLONE;71203;SAVS;11H-12H;5.91
100;110;798;SEVRES-BABYLONE;71203;SAVS;13H-14H;7.39
100;110;798;SEVRES-BABYLONE;71203;SAVS;16H-17H;14.25
100;110;798;SEVRES-BABYLONE;71203;SAVS;9H-10H;2.37
100;110;80;BOBIGNY-PANTIN (RAYMOND QUENEAU);72039;DIJFP;10H-11H;7.49
100;110;80;BOBIGNY-PANTIN (RAYMOND QUENEAU);72039;DIJFP;14H-15H;8.28
100;110;80;BOBIGNY-PANTIN (RAYMOND QUENEAU);72039;DIJFP;17H-18H;8.03
100;110;80;BOBIGNY-PANTIN (RAYMOND QUENEAU);72039;DIJFP;1H-2H;0.04
100;110;80;BOBIGNY-PANTIN (RAYMOND QUENEAU);72039;DIJFP;22H-23H;1.18
100;110;80;BOBIGNY-PANTIN (RAYMOND QUENEAU);72039;DIJFP;2H-3H;0.0
100;110;80;BOBIGNY-PANTIN (RAYMOND QUENEAU);72039;JOHV;0H-1H;0.18
100;110;80;BOBIGNY-PANTIN (RAYMOND QUENEAU);72039;JOHV;12H-13H;4.79
100;110;80;BOBIGNY-PANTIN (RAYMOND QUENEAU);72039;JOHV;17H-18H;9.7
100;110;80;BOBIGNY-PANTIN (RAYMOND QUENEAU);72039;JOHV;18H-19H;6.37
100;110;80;BOBIGNY-PANTIN (RAYMOND QUENEAU);72039;JOHV;4H-5H;0.0
100;110;80;BOBIGNY-PANTIN (RAYMOND QUENEAU);72039;JOVS;11H-12H;4.98
100;110;80;BOBIGNY-PANTIN (RAYMOND QUENEAU);72039;JOVS;15H-16H;5.66
100;110;80;BOBIGNY-PANTIN (RAYMOND QUENEAU);72039;JOVS;16H-17H;8.77
100;110;80;BOBIGNY-PANTIN (RAYMOND QUENEAU);72039;JOVS;21H-22H;0.71
100;110;80;BOBIGNY-PANTIN (RAYMOND QUENEAU);72039;JOVS;23H-0H;0.29
100;110;80;BOBIGNY-PANTIN (RAYMOND QUENEAU);72039;JOVS;4H-5H;0.0
100;110;80;BOBIGNY-PANTIN (RAYMOND QUENEAU);72039;SAHV;0H-1H;0.53
100;110;80;BOBIGNY-PANTIN (RAYMOND QUENEAU);72039;SAHV;6H-7H;3.57
100;110;80;BOBIGNY-PANTIN (RAYMOND QUENEAU);72039;SAVS;13H-14H;7.74
100;110;80;BOBIGNY-PANTIN (RAYMOND QUENEAU);72039;SAVS;1H-2H;0.03
100;110;80;BOBIGNY-PANTIN (RAYMOND QUENEAU);72039;SAVS;6H-7H;3.65
100;110;80;BOBIGNY-PANTIN (RAYMOND QUENEAU);72039;SAVS;9H-10H;7.18
100;110;800;SEVRES-LECOURBE;71144;DIJFP;10H-11H;5.59
100;110;800;SEVRES-LECOURBE;71144;DIJFP;12H-13H;9.64
100;110;800;SEVRES-LECOURBE;71144;DIJFP;22H-23H;1.13
100;110;800;SEVRES-LECOURBE;71144;DIJFP;3H-4H;0.01
100;110;800;SEVRES-LECOURBE;71144;DIJFP;6H-7H;1.01
100;110;800;SEVRES-LECOURBE;71144;JOHV;12H-13H;7.18
100;110;800;SEVRES-LECOURBE;71144;JOHV;18H-19H;9.73
100;110;800;SEVRES-LECOURBE;71144;JOHV;20H-21H;2.81
100;110;800;SEVRES-LECOURBE;71144;JOHV;21H-22H;1.49
100;110;800;SEVRES-LECOURBE;71144;JOHV;22H-23H;0.83
100;110;800;SEVRES-LECOURBE;71144;JOVS;19H-20H;6.11
100;110;800;SEVRES-LECOURBE;71144;JOVS;23H-0H;0.28
100;110;800;SEVRES-LECOURBE;71144;SAHV;12H-13H;8.88
100;110;800;SEVRES-LECOURBE;71144;SAHV;19H-20H;5.74
100;110;800;SEVRES-LECOURBE;71144;SAHV;23H-0H;0.98
100;110;800;SEVRES-LECOURBE;71144;SAVS;13H-14H;8.75
100;110;800;SEVRES-LECOURBE;71144;SAVS;20H-21H;2.33
100;110;800;SEVRES-LECOURBE;71144;SAVS;23H-0H;0.44
100;110;800;SEVRES-LECOURBE;71144;SAVS;6H-7H;1.21
100;110;802;SIMPLON;71556;DIJFP;13H-14H;11.6
100;110;802;SIMPLON;71556;DIJFP;14H-15H;12.76
100;110;802;SIMPLON;71556;DIJFP;18H-19H;9.26
100;110;802;SIMPLON;71556;DIJFP;20H-21H;2.98
100;110;802;SIMPLON;71556;JOHV;0H-1H;0.12
100;110;802;SIMPLON;71556;JOHV;10H-11H;4.62
100;110;802;SIMPLON;71556;JOHV;15H-16H;7.13
100;110;802;SIMPLON;71556;JOHV;18H-19H;8.49
100;110;802;SIMPLON;71556;JOHV;23H-0H;0.3
100;110;802;SIMPLON;71556;JOHV;7H-8H;6.57
100;110;802;SIMPLON;71556;JOVS;11H-12H;5.22
100;110;802;SIMPLON;71556;JOVS;21H-22H;0.78
100;110;802;SIMPLON;71556;SAHV;15H-16H;9.17
100;110;802;SIMPLON;71556;SAHV;2H-3H;0.01
100;110;802;SIMPLON;71556;SAVS;18H-19H;8.22
100;110;803;SOLFERINO;71270;DIJFP;10H-11H;4.01
100;110;803;SOLFERINO;71270;DIJFP;12H-13H;7.77
100;110;803;SOLFERINO;71270;DIJFP;14H-15H;6.62
100;110;803;SOLFERINO;71270;DIJFP;17H-18H;14.44
100;110;803;SOLFERINO;71270;DIJFP;1H-2H;0.1
100;110;803;SOLFERINO;71270;JOHV;0H-1H;0.27
100;110;803;SOLFERINO;71270;JOHV;13H-14H;4.72
100;110;803;SOLFERINO;71270;JOHV;17H-18H;16.2
100;110;803;SOLFERINO;71270;JOHV;1H-2H;0.03
100;110;803;SOLFERINO;71270;JOHV;23H-0H;0.54
100;110;803;SOLFERINO;71270;JOHV;5H-6H;0.42
100;110;803;SOLFERINO;71270;JOHV;6H-7H;1.1
100;110;803;SOLFERINO;71270;JOVS;0H-1H;0.29
100;110;803;SOLFERINO;71270;JOVS;10H-11H;2.66
100;110;803;SOLFERINO;71270;JOVS;16H-17H;10.67
100;110;803;SOLFERINO;71270;JOVS;17H-18H;16.34
100;110;803;SOLFERINO;71270;JOVS;20H-21H;3.85
100;110;803;SOLFERINO;71270;JOVS;23H-0H;0.24
100;110;803;SOLFERINO;71270;JOVS;2H-3H;0.0
100;110;803;SOLFERINO;71270;JOVS;8H-9H;6.38
100;110;803;SOLFERINO;71270;SAHV;0H-1H;0.79
100;110;803;SOLFERINO;71270;SAHV;23H-0H;1.36
100;110;803;SOLFERINO;71270;SAHV;6H-7H;1.47
100;110;803;SOLFERINO;71270;SAHV;7H-8H;2.45
100;110;803;SOLFERINO;71270;SAVS;10H-11H;4.48
100;110;803;SOLFERINO;71270;SAVS;19H-20H;4.77
100;110;803;SOLFERINO;71270;SAVS;9H-10H;3.78
100;110;808;STALINGRAD;71961;DIJFP;12H-13H;7.96
100;110;808;STALINGRAD;71961;DIJFP;19H-20H;5.48
100;110;808;STALINGRAD;71961;DIJFP;21H-22H;1.95
100;110;808;STALINGRAD;71961;DIJFP;2H-3H;0.01
100;110;808;STALINGRAD;71961;DIJFP;7H-8H;2.09
100;110;808;STALINGRAD;71961;JOHV;4H-5H;0.03
100;110;808;STALINGRAD;71961;JOHV;5H-6H;1.13
100;110;808;STALINGRAD;71961;JOHV;8H-9H;8.14
100;110;808;STALINGRAD;71961;JOVS;10H-11H;4.98
100;110;808;STALINGRAD;71961;JOVS;21H-22H;0.96
100;110;808;STALINGRAD;71961;JOVS;6H-7H;2.71
100;110;808;STALINGRAD;71961;JOVS;7H-8H;4.82
100;110;808;STALINGRAD;71961;JOVS;9H-10H;5.77
