debut application;fin application;mise a jour;status;cause;titre du message;corps du message;type objet;code objet référentiel IdFM
2021-11-08T17:30:00+01:00;2023-12-31T19:30:00+01:00;2021-11-04T17:37:13+01:00;active;perturbation;Perturbation ligne 17;<p>DU LUNDI 08 NOVEMBRE 2021 JUSQU’A LA FIN DES TRAVAUX </p><p>En raison de travaux sur la RD 910 à Boulogne Billancourt, l’arrêt Métro Pont de Sèvres est déplacé de 50 mètres en contrebas.</p><p><p></p></p><p>Merci de votre compréhension.</p><p>Pour visualiser la note&nbsp;line;C00413
2021-10-07T08:00:00+02:00;2021-12-31T19:00:00+01:00;2021-10-07T16:50:06+02:00;active;perturbation;Travaux RD222 à Sablonnières;"<p><div class=""fckcontainer"">Du Lundi 11 Octobre au Vendredi 31 Décembre 2021<br>En raison de travaux, la RD222 Route de Rebais est fermée à la circulation.<br>Une déviation est mise en place.<br>Par conséquent, les arrêts « Sablonnières – Le Plessier » et « Sablonnières – Le Vautron ne sont pas desservis pendant toute la durée des travaux.<br>Nous vous invitons à vous reporter à l’arrêt « Sablonnières – Mairie ».<br>Nous vous prions de bien vouloir nous excuser de la gêne occasionnée.</div><a href='https://www.transdev-idf.com/horaire-ligne-34s1-pays_fertois_067'>En savoir plus sur cette information.</a></p>";line;C02401
2021-07-12T02:00:00+02:00;2022-04-30T01:59:00+02:00;2021-09-14T19:40:34+02:00;active;perturbation;Ligne 643 - Du 8 juillet au 29 avril 2022;"<p><div class=""fckcontainer""><br><p>En raison de travaux d'assainissement l'arr&ecirc";line;C02092
2021-11-29T23:10:00+01:00;2021-11-30T04:00:00+01:00;2021-10-24T22:35:03+02:00;future;travaux;Ligne C : Paris Austerlitz-Pont de Rungis 15-30/11;"<p>Période : à partir de 22h10<br>Dates : du lundi 15 au mardi 30 novembre, sauf les samedis et les dimanches<br>Le trafic est interrompu entre Paris Austerlitz et Pont de Rungis Aéroport d'Orly.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br><a href=""https://www.transilien.com/sites/transilien/files/2021-10/20211115-C-S46%20%C3%A0%20S47%20PAZ%20PRU%20Novembre%202021.pdf "" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>";line;C01727
2021-11-21T16:00:00+01:00;2021-12-10T18:00:00+01:00;2021-11-19T18:16:54+01:00;active;travaux;PERTURBATION LIGNE 17 / 18;<p>En raison de travaux, les arrêts Les Bonnes Joies et Cornouiller</p><p>ne seront pas desservis :</p><p>du 22 novembre au 10 décembre 2021 inclus,</p><p>uniquement du lundi au vendredi de 8h45 à</p><p>17h00</p><p>Veuillez vous reporter aux arrêts “École” de Lainville-en-Vexin ou “Lavoir” à Sailly.</p><p>Des retards sont à prévoir sur les lignes concernées. Nous vous prions de bien vouloir nous</p><p>excuser de la gêne occasionnée.</p>;stop_point;monomodalStopPlace:57149
2021-12-10T11:35:00+01:00;2021-12-10T14:30:00+01:00;2021-11-24T21:10:04+01:00;future;travaux;Ligne D : Corbeil-Ess. - Malesherbes du 6 au 10/12;<p>Période : de 10h35 à 13h30<br>Dates : du lundi 6 au vendredi 10 décembre <br>Le trafic est interrompu entre Corbeil-Essonnes et Malesherbes.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux de maintenance.</p>;line;C01728
2021-12-11T05:00:00+01:00;2021-12-13T03:00:00+01:00;2021-11-09T12:59:44+01:00;future;travaux;Ligne B : Paris Nord - Aulnay s/s Bois 7/11-12/12;"<p>Période : toute la journée.<br>Dates : dimanche 7, jeudi 11 et les week-ends du 13/14 novembre et du 11/12 décembre.<br>Le trafic est interrompu entre Gare du Nord et Aulnay sous Bois.<br>En conséquence, un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br><a href=""https://transilien.com/sites/transilien/files/2021-09/20211107-b-parisaulnay-du7novembreau12decembre.pdf"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte de ces travaux.<br>Motif : travaux.</p>";stop_point;monomodalStopPlace:473413
2021-12-04T23:30:00+01:00;2021-12-05T03:00:00+01:00;2021-11-11T21:55:05+01:00;future;travaux;Ligne E : Haussmann St-L. - Chelles 4,5 et 12/12;"<p>Période : de 22h30 à fin de soirée<br>Dates : samedi 4 décembre et dimanches 5 et 12 décembre<br>Le trafic est interrompu entre Haussmann Saint-Lazare et Chelles - Gournay.<br>En conséquence, un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br>Le service de bus à destination de Chelles-Gournay est au départ de la station de métro ligne 5 Bobigny Pablo-Picasso.<br><a href=""https://transilien.com/sites/transilien/files/2021-11/20211204-e-haussmannchelles-4-5et12decembre.pdf"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux de maintenance.</p>";line;C01729
2021-10-11T02:00:00+02:00;2022-02-12T00:00:00+01:00;2021-10-11T11:45:14+02:00;active;perturbation;Transdev Rambouillet Réseau Urbain Ligne E;"<p><div class=""fckcontainer""><p>&nbsp";line;C00182
2021-10-04T18:10:00+02:00;2022-12-31T19:10:00+01:00;2021-10-12T12:50:57+02:00;active;travaux;Keolis CIF bus R1 R104 fileo : Arrêt SALLE DES FETES DE MARLY-LA-VILLE non desservi;"<p> </p><p><b>Du lundi 11 octobre 2021 jusqu’à fin des travaux.</b></p><p>En raison de travaux de voirie rue Gabriel Péri à Marly-la-Ville, l’arrêt SALLE DES FETES DE MARLY-LA-VILLE ne sera pas desservi dans les deux directions</p><p>Veuillez-vous reporter à l’arrêt « Mairie de Marly-la-Ville ».</p><p>Nous vous prions de bien vouloir nous excuser pour la gêne occasionnée </p><p><a href=""https://www.keolis-cif.com/se-deplacer/voir-toutes-les-infos-trafic/details-de-linfo-trafic/trafic/main/Alerte/arret-salle-des-fetes-de-marly-la-ville-non-desservi-3/"" target=""_blank"">En savoir plus </a><br></p>";line;C00239
2021-10-04T02:00:00+02:00;2021-12-31T23:00:00+01:00;2021-10-04T17:30:07+02:00;active;perturbation;travaux 38.01 et 38.04 du  04/10/2021 au 31/12/21;"<p><div class=""fckcontainer""><p>&nbsp";line;C00484
2021-11-15T10:00:00+01:00;2022-01-17T14:00:00+01:00;2021-11-10T10:50:04+01:00;active;perturbation;Transdev Conflans Ligne 17;"<p><div class=""fckcontainer""><p>&nbsp";line;C02197
2021-11-30T20:30:00+01:00;2021-12-01T04:30:00+01:00;2021-11-26T11:50:01+01:00;future;perturbation;Ligne 609 - Nuit du 30 novembre 2021;"<p><div class=""fckcontainer""><br><p>En raison de reconstitution judiciaire, les arr&ecirc";line;C01579
2021-11-29T01:00:00+01:00;2021-12-13T00:59:00+01:00;2021-11-25T16:01:53+01:00;active;travaux;Aménagement de la Gare du Guichet / Les quais de dépose et reprise de voyageurs sont déplacés.;<p>Du Lundi 29 novembre au Dimanche 12 décembre 2021, les quais de dépose et reprise des voyageurs seront déplacés.&nbsp;line;C01569
2021-11-29T08:00:00+01:00;2021-11-30T19:00:00+01:00;2021-11-25T13:17:17+01:00;active;perturbation;Réseau SQYBUS : Perturbation lignes 449 et 457 du lundi 29 au mardi 30 novembre 2021 de 7h à 18h;"<p>Du lundi 29 au mardi 30 novembre 2021 de 7h à 18h.</p><p>En raison des travaux avenue Joseph Kessel à Montigny-le-Bretonneux, les lignes seront déviées dans les deux sens.</p><p>Ligne 449: l'arrêt ""Bergson"" sera reporté à l'arrêt ""Bergson"" de la ligne 414.</p><p>Ligne 457: l'arrêt ""Bergson"" sera reporté à l'arrêt ""Les Arcades du Lac"".</p><p>Les arrêts ""L.A. de Bougainville"" et ""Rue des Cottages"" ne seront pas desservis.</p>";line;C00536
2020-08-31T02:00:00+02:00;2022-01-01T00:59:00+01:00;2021-08-25T12:20:08+02:00;active;perturbation;BURES-SUR-YVETTE - L 20;"<p><div class=""fckcontainer""><p><span class=""underline"">Du lundi 31 ao&ucirc";line;C00066
2022-02-03T23:25:00+01:00;2022-02-04T03:30:00+01:00;2021-11-25T22:00:01+01:00;future;travaux;Ligne D : Juvisy - Malesherbes du 31/01 au 4/02;<p>Période : à partir de 22h25 <br>Dates : du lundi 31 janvier au vendredi 4 février  <br>Le trafic est interrompu entre Juvisy et Malesherbes.<br>Un service de bus de remplacement est mis en place entre:<br>Corbeil Essonnes et Malesherbes<br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>;line;C01728
2019-01-28T19:50:00+01:00;2021-12-31T21:50:00+01:00;2021-01-04T16:32:10+01:00;active;travaux;Fermeture de la voie de bus à Athis Mons - Du 1er janvier 2021 jusqu'à la réouverture de la voie de bus;<p>Pour plus d'infos: https://www.keolis-essonne-valdemarne.com/se-deplacer/info-trafic/details-de-la-perturbation/trafic/main/Alerte/fermeture-de-la-voie-de-bus-a-athis-mons-du-15-fevrier-2018-au-31-decembre-2019/</p>;;
2021-11-23T15:40:00+01:00;2022-01-15T17:40:00+01:00;2021-11-23T15:50:31+01:00;active;perturbation;KEOLIS CIF BUS 11 95-02 : Arrêts LA MALMAISON et FONTAINE CYPIERRE non desservis;"<p>En raison de travaux de voirie sur la rue Berthelot à Gonesse<b>, les arrêts LA MALMAISON et FONTAINE CYPIERRE ne seront pas desservis à partir du mercredi 24 novembre 2021 jusqu’à fin des travaux.</b></p><p>Ligne 11 : Veuillez-vous reporter aux arrêts Berthelot (23,25) et Fontaine Cypierre de la ligne 23</p><p>Ligne 95-02 : Veuillez-vous reporter à l’arrêt Berthelot (23, 25) et Cressonnières (22, 25, 27)</p><p>Nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. </p><p><a href=""https://www.keolis-cif.com/se-deplacer/voir-toutes-les-infos-trafic/details-de-linfo-trafic/trafic/main/Alerte/arrets-la-malmaison-et-fontaine-cypierre-non-desservis/"" target=""_blank"">En savoir plus </a><br></p>";line;C00265
2021-12-24T23:30:00+01:00;2021-12-25T00:30:00+01:00;2021-11-03T15:05:07+01:00;future;travaux;Ligne K : Paris-Crépy en Valois 2/11 au 24/12;<p>Période : soirées à partir de 22h30.<br>Dates : du lundi au vendredi, du 2 novembre au 24 décembre.  <br>Les horaires du dernier train KEPY à destination de Crépy en Valois sont avancés de 10 minutes.<br>Les horaires du calculateur d'itinéraire ne tiennent pas compte des travaux.<br>Motif : travaux.</p>;line;C01738
2021-12-10T22:40:00+01:00;2021-12-11T03:30:00+01:00;2021-11-02T18:10:02+01:00;future;travaux;Ligne H : Ermont Eaubonne - Pontoise 1er au 17/12;<p>Période : soirées à partir de 21h40.<br>Dates : du mercredi 1er au  vendredi 17 décembre, sauf samedi et dimanche.<br>Le trafic est interrompu entre Ermont Eaubonne et Pontoise.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br>Les horaires du calculateur d'itinéraire ne tiennent pas compte des travaux.<br>Motif : travaux.</p>;line;C01737
2021-12-05T05:40:00+01:00;2021-12-06T03:30:00+01:00;2021-10-29T21:55:02+02:00;future;travaux;Ligne C : St-Quentin - Viroflay RG 4 et 5 décembre;<p>Période : toute la journée<br>Dates : samedi 4 et dimanche 5 décembre  <br>Le trafic est interrompu entre Saint-Quentin en Yvelines - Montigny-le-Bretonneux et Viroflay Rive Gauche.<br>Les trains VICK et CIME circulent entre Invalides et Viroflay Rive Gauche.Les trains de la ligne N (Paris Montparnasse) circulent entre Viroflay Rive Gauche et St-Quentin en Yvelines.<br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>;line;C01727
2021-12-04T04:00:00+01:00;2021-12-06T03:10:00+01:00;2021-11-25T11:45:04+01:00;future;travaux;Ligne R : Paris-Montargis/Montereau 4-5 décembre;"<p>Période : toute la journée.  <br>Dates : samedi 4 et dimanche 5 décembre 2021.<br>Les horaires des trains sont modifiés entre Paris Gare de Lyon et Montargis et entre Paris Gare de Lyon et Montereau via Moret.<br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20211204-r-ply-montereau-montargis-sa4etdi5dec.pdf"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>";line;C01731
2021-12-16T22:30:00+01:00;2021-12-17T03:30:00+01:00;2021-10-29T19:25:03+02:00;future;travaux;Ligne C: Pontoise - Henri Martin du 29/11 au 17/12;<p>Période : du lundi au vendredi<br>à partir de 21h30 entre Pontoise et Ermont Eaubonne<br>à partir de 22h entre Pontoise et Avenue Henri Martin<br>Dates : du lundi 29 novembre au vendredi 17 décembre  <br>Le trafic est interrompu entre Pontoise et Ermont Eaubonne (à partir de 21h30) puis entre Pontoise et Avenue Henri Martin ( à partir de 22h).<br>Un service de bus de remplacement est mis en place entre Pontoise et Ermont Eaubonne<br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux de maintenance.</p>;line;C01727
2021-12-29T22:30:00+01:00;2021-12-30T04:00:00+01:00;2021-10-26T13:00:11+02:00;future;travaux;Ligne N: Plaisir Grignon-Mantes-la-Jolie  6 -30/12;<p>Période : à partir de 21h50 jusqu'en fin de soirée, du lundi au vendredi<br>Dates : du lundi 6 au vendredi 30 décembre<br>Le trafic est interrompu entre Plaisir - Grignon et Mantes-la-Jolie.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br>Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.<br>Les horaires du calculateur d'itinéraire ne tiennent pas compte des travaux.<br>Motif : travaux.</p>;line;C01736
2021-10-25T11:40:00+02:00;2021-12-02T00:59:00+01:00;2021-10-25T11:44:44+02:00;active;travaux;Express 191.100 : arrêt déplacé, gare routière Orly 4;<p><b>EXPRESS 191.100 :</b>&nbsp;line;C00379
2021-12-22T22:00:00+01:00;2021-12-23T03:50:00+01:00;2021-11-25T13:40:03+01:00;future;travaux;Ligne R : Melun-Héricy-Montereau 13 au 23 décembre;<p>Période : soirées à partir de 21h00.<br>Dates : du lundi 13 au jeudi 23 décembre, sauf samedi et dimanche.  <br>Le trafic est interrompu entre Melun et Montereau via Héricy.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br>Les horaires du calculateur d'itinéraire ne tiennent pas compte des travaux.<br>Motif : travaux.</p>;line;C01731
2021-12-12T01:00:00+01:00;2021-12-12T06:30:00+01:00;2021-11-24T21:05:03+01:00;future;travaux;Ligne D : Paris Lyon - Melun les 11 et 12/12.;<p>Période : en soirée de 00h00 à 5h30<br>Dates : samedi 11 et dimanche 12 décembre.<br>Le trafic est interrompu entre Paris Gare de Lyon et Melun.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux de maintenance.</p>;line;C01728
2021-06-05T02:00:00+02:00;2022-01-01T00:59:00+01:00;2021-06-03T20:55:08+02:00;active;perturbation;TVF - Mouvement social;"<p><div class=""fckcontainer""><p>En raison d'un mouvement social, le service est susceptible d'&ecirc";line;C01776
2021-09-08T13:50:00+02:00;2022-01-16T04:00:00+01:00;2021-09-08T15:43:53+02:00;active;perturbation;Rue du Bourg à sainte Aulde en sens unique;"<p></p><p>Du 8 Septembre 2021 au 15 Janvier 2022</p><p> </p><p>En raison de travaux, la rue du Bourg à Sainte-Aulde est mise en sens unique dans le sens Ecole vers la Mairie.</p><p> </p><p>Par conséquent, l’arrêt « Sainte Aulde – Mairie » est déplacé rue de Chamoust au niveau de l’intersection avec la rue de l’Eglise dans le sens retour (vers Méry-sur-marne, Luzancy et Reuil-en-Brie) pendant toute la durée des travaux.</p><p> </p><p>Un poteau provisoire est mis en place.</p><p> </p><p>Nous vous prions de bien vouloir nous excuser de la gêne occasionnée.</p><p><a href=""https://www.transdev-idf.com/api/1.0/image/747688505/raw/2021%20p%2078%20-%20travaux%20%C3%A0%20ste%20aulde%20du%208%20septembre%202021%20au%2015%20janvier%202022.pdf"" target=""_blank"">Rue du Bourg à sainte Aulde en sens unique&nbsp";line;C00921
2021-07-07T02:00:00+02:00;2022-01-01T00:59:00+01:00;2021-07-06T20:16:10+02:00;active;perturbation;Lignes 615 et 627 -  A compter du 07 juillet 2021;"<p><div class=""fckcontainer""><br><p>&nbsp";line;C01583
2021-09-27T02:00:00+02:00;2021-12-04T00:59:00+01:00;2021-11-04T17:00:04+01:00;active;perturbation;Ligne 37-travaux lagny du 27/09 au 03/12/2021;"<p><div class=""fckcontainer""><br><p>ATTENTION : PROLONGATON DE LA DEVIATION JUSQU'AU 03 DECEMBRE 2012 INCLUS.</p><br><p>&nbsp";line;C00633
2021-07-05T02:00:00+02:00;2021-12-25T00:30:00+01:00;2021-06-18T11:55:06+02:00;active;perturbation;info trafic - ligne 12, 21 et 23 - Villecresnes;"<p><div class=""fckcontainer""><p>&nbsp";line;C00551
2021-11-22T09:30:00+01:00;2021-11-30T18:00:00+01:00;2021-11-19T15:35:03+01:00;active;perturbation;Transdev STBC- Ligne 9;"<p><div class=""fckcontainer""><p>&nbsp";line;C02133
2021-11-10T01:00:00+01:00;2021-12-04T00:59:00+01:00;2021-11-10T15:10:02+01:00;active;perturbation;Réseau Fontainebleau - Info Place de l'étape;"<p><div class=""fckcontainer""><br><p><span class=""underline"">Depuis le Lundi 25 Octobre 2021</span></p><br><p>En raison des travaux <em>Place de l'&eacute";line;C00793
2021-12-19T05:00:00+01:00;2021-12-20T03:00:00+01:00;2021-11-08T16:45:35+01:00;future;perturbation;Métro 4, travaux de modernisation.;<p><p></p></p><p>En raison de travaux, le trafic est interrompu sur l'ensemble de la ligne, du 22 août au 19 décembre inclus, uniquement les dimanches de 5h00 jusqu'à 12h00.</p><p>Toute la journée les dimanches : 26 septembre,10 octobre, 7 et 21 novembre,5 et 19 décembre.</p><p>le trafic est interrompu également sur l'ensemble de la ligne, du 30 août au 30 décembre inclus, du lundi au jeudi uniquement, de 22h15 à fin de service.</p><p>Pour plus d'informations,&nbsp;stop_point;monomodalStopPlace:44909
